609057586235637761,none
608308108650246144,none
608973160625631233,weak
608882627089596416,medium
608584896534208513,medium
608983299265019906,none
609676619645587456,weak
608991534386688000,none
609140608960086018,none
609233749373550592,none
608841375753359361,none
608323936632340481,none
608304476718514176,weak
609636777616248832,weak
607990003646341121,none
608458572880576514,medium
610047021202964481,none
609344544522522626,none
608332843408687104,none
609715615352254464,weak
609412021675757569,none
608435251375910913,none
609032006421192704,weak
609120955705593856,medium
607932371489296384,none
607854609676267521,none
607926336380792832,none
608103284239384576,weak
608014414969593856,medium
608655930763411457,none
607816242519502848,weak
608600996886011904,none
609759582328590336,strong
610140931157659648,strong
610152000295202818,none
609408608695123968,weak
610034795599499264,none
609040663225602049,weak
609143081976266753,weak
608855918483255296,none
609018273137610752,weak
608539441888681984,none
609128792397873153,medium
609352061986193408,none
609361152976490496,none
610149872059195392,medium
609441395238174720,none
609364298847141889,medium
609289305794723840,weak
610121807354568704,weak
608876447151869952,weak
608687735008841728,weak
609747305105895424,medium
608997884416110592,none
608999590243741697,weak
609447974607962113,weak
609725811403436032,none
608966172122476544,none
608797181496143873,none
608990849138077696,medium
608444291514515456,none
609402067032088576,none
609507680047243264,weak
609767435999289344,weak
609303243831836672,none
610052516194217985,none
610025145650950144,medium
608507395258482688,weak
608468880026161152,weak
609201316099981312,weak
608929466216230912,medium
609688058372464640,medium
608405183450771456,weak
609360579984236544,none
610114423794081792,none
609391614881058816,medium
608197096001421312,none
608023878925877248,none
607951603417645056,weak
609110182573019136,none
609729494220288000,weak
608026411228524544,none
608638021785669632,weak
609967011951587328,medium
608465646930788352,none
607918899007348737,weak
610094844204163072,medium
609397314021527552,none
608537098719735808,weak
609979286435463168,none
609300381286408192,weak
607925173098979328,none
610080518453891072,none
609193438169403392,weak
609134647600095232,medium
609412627886837760,none
608998699541385217,weak
609989029468184576,weak
608365725540085763,weak
608436167944605696,none
609685103606951936,strong
609035658338967552,none
608682806609207296,strong
610159803571302400,none
609768184594477056,none
609500679120490497,weak
609394765961003008,medium
609418773070786560,weak
609351511324381184,weak
610152495176810496,none
608720863953842179,weak
610132177427267584,weak
609072995445952512,medium
609597407307952128,none
607825453404049408,none
609348760708227072,weak
608529062777069568,weak
607981711767400448,weak
607869933075210240,weak
608741426621341696,weak
607758807783981056,none
608458427921264641,none
607923375722209281,strong
610131270757163010,none
609105839006343169,none
609707093579440129,none
609091736451858432,medium
608066621400178688,none
609009926355218432,weak
609719400283959296,weak
608413375933095937,none
608635576586223616,none
609594540001988609,none
609268986459627520,weak
609431005699702784,none
609460217269633024,medium
610126144763891712,none
610148974670942208,none
608446191177740288,strong
608345038788161536,none
608849922255781888,none
608457764457844737,medium
608258383586721792,medium
607787910843269120,weak
607971554895364096,weak
609698201214545920,none
608006352837869568,none
609666236390207488,medium
608831302490415106,medium
608370528265461760,weak
608911734896795648,none
608551961454063616,weak
608759317190221826,none
608463798916235264,strong
608208614021599233,none
608970436177719298,medium
607983727814307840,medium
608800877852262401,strong
609851889212002304,weak
610082540766937089,weak
608679438792929280,none
608934131704168448,weak
607944548258422784,none
608939490304860160,medium
609901627479302144,medium
607887551307874305,none
610173644417970176,none
609332808016896000,strong
609337121481064448,medium
608739407592423424,none
609407466368069632,none
607920180824567809,weak
610059159833313281,none
608774888296333313,none
608961210290196481,strong
609111061271314433,medium
610021097665363968,none
608744891766726656,none
608253714701393920,weak
609342621010558976,none
607973952040804353,medium
609675898254700544,none
608032344356876288,strong
608751950566404096,medium
608857991874412545,weak
609040166855020544,none
607683478751027200,medium
608847404197138432,weak
608094224995762178,weak
609052695186518016,weak
609004453824483328,none
608997777201356800,weak
608166901714452480,none
609342424889081856,medium
607925299876012033,none
609470479699681280,medium
608359409505468418,strong
610125845512986624,medium
609300379050840065,strong
607907317091176448,none
608506629114490880,strong
608359709096181762,weak
608032057898508288,none
610100077739278336,weak
609247701411217408,none
610146104840187904,medium
609671631255007232,none
610043694951985153,weak
607726946080980992,medium
608372520555814912,none
608491571294691329,none
609496944533184513,none
607917417625296896,weak
607997045673193473,none
609797459292745728,weak
608275617201549313,none
609837348797419520,none
609746131640320000,weak
609330709619195904,strong
609133286724468736,medium
610094173274931200,strong
609773071210299392,strong
609822058361524224,medium
609363331468673024,medium
608687645628092416,none
608955092159590400,medium
609095030926635011,weak
609724452230856704,none
608988326167724032,none
607948159961186304,none
609044148906287105,weak
609826099745284096,none
608630087316058112,weak
609410132938747904,none
608457556189704193,medium
609990185078624256,none
608886156516655104,weak
609135817450237953,none
608383780311728128,none
609113301235195904,weak
608352399279931392,weak
609418648051036160,none
607982650188537856,weak
610038875243872256,none
608658774769958912,weak
608426230203998208,weak
609705101192765440,none
609056814819323905,weak
609164871465324544,medium
608592851358916608,none
609678807226843137,none
610156894007787521,medium
608091421359357952,medium
609352013676044288,none
608807876308676609,none
609359531584409600,medium
607964276897153024,none
609414496298356736,weak
607810936376803328,weak
607754648645181440,medium
609461675721400321,none
610180155814903808,none
610056503626698752,none
609616995483521024,medium
609387354072219648,weak
610062301585108992,medium
609522409096511488,none
607932903671140352,none
608082154258632705,none
609973847996108800,none
607986303393742849,weak
607958703652880385,none
608178186711658498,none
609050239027126272,weak
608638056715964416,none
607723976702443521,none
609799932933992449,weak
609602870577598464,none
608744232942067712,none
609775638912860162,none
609161129064009728,medium
608554075412520961,weak
609194994700828672,medium
610070148876251136,medium
610118263717019649,weak
609433768051523585,strong
609511677931884544,medium
609474306461048833,none
608661269068001281,medium
608920088545214464,weak
608947797543403520,none
609134985812045824,weak
608414877242257410,none
608272113741533184,none
608022194828877824,medium
609072487163408386,weak
608852174315986944,none
609643054664957952,medium
609806173907386368,weak
609684420082180096,weak
609957541196492800,medium
608420835481759744,none
608394092008062976,none
608461330740355073,weak
608358832146903041,none
607881327661047808,none
609325857816100865,none
609017323094220800,weak
608079422520991745,weak
609490872334458880,none
608952026102427649,weak
609873692148035584,weak
609495485112385536,none
608106524452356097,weak
608526066597175296,weak
608122623776686080,none
608411514228203520,medium
607984975724593152,none
608442469626187778,none
609401274572886018,none
610113852949270529,none
609167234984873984,weak
608578588737200128,none
608794125572292608,none
609388756953624576,weak
609074889035788289,strong
608992566550368256,none
608347443823017987,weak
608333579823783936,none
609715103101902848,medium
610109690018701312,weak
609204522263650304,weak
609441986840522753,none
608833806125006849,none
607827108270739456,none
608110291444887552,weak
607672151638876160,weak
608472672570232832,none
608813681443545088,medium
610109743022129152,none
607857368676859905,none
609186132375416832,none
609899436018372608,none
609744798673539072,weak
608280186472288257,none
607839463230705664,weak
609038163751878659,medium
608940315593060352,weak
607899486883594240,none
609468740862775297,medium
609234184452751362,weak
610193126091788288,none
608053643300995072,medium
609331127938105344,none
608142518090227712,none
609454123746988032,weak
609835392079040513,weak
607930331228823552,none
609988792947224576,none
608395977628753920,none
608493964061233152,none
609799186419187712,none
607717807300558849,none
610168057957359617,none
609377241349365762,none
608160801841651712,none
610135600008564737,weak
610063063685795840,none
610172382351745024,medium
610102406408482817,medium
608359956925022209,none
608695979244703744,weak
608247572902363136,none
608255725551230976,none
608245509959106560,weak
608980783924178945,weak
608030807475617792,weak
609100135797256193,none
608848661284556800,none
608834560655286272,none
609767933913468928,weak
608029769481920512,weak
609246530898366464,none
608369352484786176,weak
608179756182454272,none
607724302742487041,none
608340641479815169,none
607974832999821312,none
608457797580263426,none
609331637227229185,weak
610110749961228290,weak
609518871779889152,weak
609046942233059328,none
609390893582450688,none
607899463743475712,none
609207514543034369,weak
609301246667849730,none
609012492933537794,weak
609706352617881600,none
607994702214918148,weak
610122293474299904,medium
608443279361867777,none
610152342521028609,none
608016799829889024,none
609306027176161280,weak
608079091158384640,none
610177242782679040,weak
609416373412995072,weak
609477170889625603,weak
607932867050504192,none
609929955007295488,weak
609039933328793600,weak
607813269454077952,none
609380211868729344,weak
609428738959388672,weak
609403840052469760,none
609009807807385601,none
610141266114965504,none
609701774979563522,weak
609752487168475136,strong
609039072292671488,weak
610009028324925440,strong
609749577831288833,strong
609986987873959936,none
609434692484526080,none
609752580567085058,none
609111303106535425,none
607945451346763776,none
609767648818278400,none
609279978254020609,weak
609021974682042368,medium
608462112193671168,none
608444679806423041,none
608199618187411456,none
609314455239938048,medium
610197224828600320,none
608212210968629248,none
610012260166189056,medium
607989226144169984,weak
609352183860056064,none
608197088577527808,none
608255009143328769,none
608078819279441920,weak
608676737682169856,none
608269410009284608,weak
609344651015888897,weak
608320918394277888,weak
608117816915578880,weak
608088350071881728,none
610050559899340800,medium
610190069928865792,none
609048732416548864,weak
608724295863427072,strong
608095177547202561,none
609716416887951360,medium
609797449670995968,weak
608868777602580482,medium
609014901751824384,none
609034778738724864,weak
609978625308299264,none
609794383710261248,none
607937650905874432,none
609348103389487104,medium
608925421648908290,medium
607781342131142656,medium
609881512113229825,none
609075380780212224,none
610109231656779776,medium
608724691491123200,none
607947779441172480,none
609390952927596544,none
609441620191248384,none
609326598358220800,weak
608542150196891648,weak
610157286464618499,medium
608788996445986818,none
610190266885099521,weak
609948900074520577,strong
608655788555513857,none
609112309294882818,none
609420795341881344,weak
609785419199197185,weak
608232398199898112,medium
607834491894132736,strong
609134583548899328,none
609487571677224960,weak
608908288261001216,none
608798443453046784,weak
609847729133453312,weak
608794995756298241,weak
609397494280138752,none
609923464825307136,medium
607968621805989888,none
609256629721255936,weak
608717827470573568,none
609356696113283072,weak
609539459713925120,medium
607744216731688960,none
609527621286789120,none
608029762460786690,strong
609971043172773888,medium
608688782821453825,weak
609265222193389568,medium
609160482717585408,none
609168194884898816,none
609007877752279040,weak
609417423809302528,none
609424959631458304,strong
609462235182821376,strong
609081754528428032,medium
608900311688818688,weak
608912651922608129,none
609052704766332929,none
608326252399890435,none
608349920286896128,medium
608299390260932608,none
609758049490862080,weak
609842832082276352,none
608028443725430787,none
608091735626031104,medium
607923549173645313,none
609733243785621505,strong
609437025997991937,medium
609507177200513024,weak
609085727335436290,none
609223895531540481,weak
609405212021915649,weak
609747530696552451,none
609276653928361984,none
609535452782198785,medium
608012674618802177,none
609503139885117442,weak
608908946863222785,none
609515901063417856,weak
610205028792598529,none
609419297832742913,strong
609780343680409600,none
609404828968574976,none
608719307183370240,strong
610006812335697920,medium
610099673324462080,weak
608668649973514240,none
608381884142350336,weak
609519803376603136,none
609114651880652802,none
609076413186965505,weak
608212874125676544,none
608652216489119744,medium
609224126344089600,weak
609031339204034560,none
609493668412534785,weak
610030285623816192,none
609163485893693440,none
609347577272774656,none
608623582139314176,weak
609451411055767552,none
608766363797102592,none
609000415322103808,none
608344088262373377,none
609824314775470080,none
609485950901723136,none
607700276707917824,none
610007794931122176,weak
610047431804329984,weak
609164213412495360,medium
610092081223221248,none
610168761862201344,none
608004716581257216,weak
608869043307687936,weak
609788085904084992,weak
607708075353612288,weak
608095168324075521,none
609129764469755905,medium
610089560253571072,strong
608401708025184256,medium
609186116974067712,none
608618418158317568,none
610128599002259456,none
609680383479681025,none
608234446081421312,weak
608747894808702978,none
610062399408726018,medium
607799720585486336,weak
607842529640259584,medium
608206936215945216,weak
608568493743742976,none
608200624568549376,none
610059413173342208,none
608556744512565248,none
609445816009367552,medium
608096721923665921,none
609217416854405120,weak
608432109859037184,none
608843561140895744,weak
609001931663618048,none
608306561669300226,none
607888443708973056,none
610083910530281472,none
609990980691980288,none
609726799929606144,medium
609461455960846336,medium
609875753778462720,medium
609479068950638593,none
610159802644340736,weak
609435107829653504,none
609100107804504064,none
609762671554990080,none
608263542765023232,none
610056429186207744,none
610106682149072896,none
608808628695343104,none
608938014669180928,weak
609223897507098625,none
608252791396646913,none
609783574456184832,weak
607974405570887680,none
609722649149747200,strong
608276132002041856,none
609750446912045057,none
608592551852036096,weak
608855931552718848,none
608377861293113345,none
610158544428478464,weak
608315579913629696,none
607971950988685312,none
608891444280049664,strong
609510661404655616,none
608835084339277824,none
609631379530383360,medium
609028812228026368,weak
608700141428604928,weak
609952184705400832,weak
608661420578721793,none
609875428531142656,weak
609793641909911554,medium
609476271978876928,weak
